PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"29628290","The Immune Landscape of Cancer","Thorsson V, Gibbs DL, Brown SD, Wolf D, Bortone DS, Ou Yang TH, Porta-Pardo E, Gao GF, Plaisier CL, Eddy JA, Ziv E, Culhane AC, Paull EO, Sivakumar IKA, Gentles AJ, Malhotra R, Farshidfar F, Colaprico A, Parker JS, Mose LE, Vo NS, Liu J, Liu Y, Rader J, Dhankani V, Reynolds SM, Bowlby R, Califano A, Cherniack AD, Anastassiou D, Bedognetti D, Mokrab Y, Newman AM, Rao A, Chen K, Krasnitz A, Hu H, Malta TM, Noushmehr H, Pedamallu CS, Bullman S, Ojesina AI, Lamb A, Zhou W, Shen H, Choueiri TK, Weinstein JN, Guinney J, Saltz J, Holt RA, Rabkin CS; Cancer Genome Atlas Research Network, Lazar AJ, Serody JS, Demicco EG, Disis ML, Vincent BG, Shmulevich I.","Immunity. 2018 Apr 17;48(4):812-830.e14. doi: 10.1016/j.immuni.2018.03.023. Epub 2018 Apr 5.","Thorsson V","Immunity","2018","2018/04/10","PMC5982584","NIHMS958212","10.1016/j.immuni.2018.03.023"
"34358469","A proteogenomic portrait of lung squamous cell carcinoma","Satpathy S, Krug K, Jean Beltran PM, Savage SR, Petralia F, Kumar-Sinha C, Dou Y, Reva B, Kane MH, Avanessian SC, Vasaikar SV, Krek A, Lei JT, Jaehnig EJ, Omelchenko T, Geffen Y, Bergstrom EJ, Stathias V, Christianson KE, Heiman DI, Cieslik MP, Cao S, Song X, Ji J, Liu W, Li K, Wen B, Li Y, Gümüş ZH, Selvan ME, Soundararajan R, Visal TH, Raso MG, Parra ER, Babur Ö, Vats P, Anand S, Schraink T, Cornwell M, Rodrigues FM, Zhu H, Mo CK, Zhang Y, da Veiga Leprevost F, Huang C, Chinnaiyan AM, Wyczalkowski MA, Omenn GS, Newton CJ, Schurer S, Ruggles KV, Fenyö D, Jewell SD, Thiagarajan M, Mesri M, Rodriguez H, Mani SA, Udeshi ND, Getz G, Suh J, Li QK, Hostetter G, Paik PK, Dhanasekaran SM, Govindan R, Ding L, Robles AI, Clauser KR, Nesvizhskii AI, Wang P, Carr SA, Zhang B, Mani DR, Gillette MA; Clinical Proteomic Tumor Analysis Consortium.","Cell. 2021 Aug 5;184(16):4348-4371.e40. doi: 10.1016/j.cell.2021.07.016.","Satpathy S","Cell","2021","2021/08/06","PMC8475722","NIHMS1730863","10.1016/j.cell.2021.07.016"
"29662628","A gene expression signature predicts recurrence-free survival in meningioma","Olar A, Goodman LD, Wani KM, Boehling NS, Sharma DS, Mody RR, Gumin J, Claus EB, Lang FF, Cloughesy TF, Lai A, Aldape KD, DeMonte F, Sulman EP.","Oncotarget. 2018 Feb 15;9(22):16087-16098. doi: 10.18632/oncotarget.24498. eCollection 2018 Mar 23.","Olar A","Oncotarget","2018","2018/04/18","PMC5882319","","10.18632/oncotarget.24498"
"33033492","Pathway-Based Drug Response Prediction Using Similarity Identification in Gene Expression","Madani Tonekaboni SA, Beri G, Haibe-Kains B.","Front Genet. 2020 Sep 9;11:1016. doi: 10.3389/fgene.2020.01016. eCollection 2020.","Madani Tonekaboni SA","Front Genet","2020","2020/10/09","PMC7509171","","10.3389/fgene.2020.01016"
"32865533","Machine Learning Algorithms for Early Detection of Bone Metastases in an Experimental Rat Model","Ellmann S, Seyler L, Gillmann C, Popp V, Treutlein C, Bozec A, Uder M, Bäuerle T.","J Vis Exp. 2020 Aug 16;(162). doi: 10.3791/61235.","Ellmann S","J Vis Exp","2020","2020/09/01","","","10.3791/61235"
"29136101","Identification of topological features in renal tumor microenvironment associated with patient survival","Cheng J, Mo X, Wang X, Parwani A, Feng Q, Huang K.","Bioinformatics. 2018 Mar 15;34(6):1024-1030. doi: 10.1093/bioinformatics/btx723.","Cheng J","Bioinformatics","2018","2017/11/15","PMC7263397","","10.1093/bioinformatics/btx723"
"34810266","Scaling concepts in 'omics: Nuclear lamin-B scales with tumor growth and often predicts poor prognosis, unlike fibrosis","Vashisth M, Cho S, Irianto J, Xia Y, Wang M, Hayes B, Wieland D, Wells R, Jafarpour F, Liu A, Discher DE.","Proc Natl Acad Sci U S A. 2021 Nov 30;118(48):e2112940118. doi: 10.1073/pnas.2112940118.","Vashisth M","Proc Natl Acad Sci U S A","2021","2021/11/23","PMC8640833","","10.1073/pnas.2112940118"
"33959130","The Predictive Value of Monocytes in Immune Microenvironment and Prognosis of Glioma Patients Based on Machine Learning","Zhang N, Dai Z, Wu W, Wang Z, Cao H, Zhang Y, Wang Z, Zhang H, Cheng Q.","Front Immunol. 2021 Apr 16;12:656541. doi: 10.3389/fimmu.2021.656541. eCollection 2021.","Zhang N","Front Immunol","2021","2021/05/07","PMC8095378","","10.3389/fimmu.2021.656541"
"33836373","Identifying advanced stage NSCLC patients who benefit from afatinib therapy using (18)F-afatinib PET/CT imaging","van de Stadt EA, Yaqub M, Lammertsma AA, Poot AJ, Schuit RC, Remmelzwaal S, Schwarte LA, Smit EF, Hendrikse H, Bahce I.","Lung Cancer. 2021 May;155:156-162. doi: 10.1016/j.lungcan.2021.03.016. Epub 2021 Mar 26.","van de Stadt EA","Lung Cancer","2021","2021/04/09","","","10.1016/j.lungcan.2021.03.016"
"32237745","MEDICASCY: A Machine Learning Approach for Predicting Small-Molecule Drug Side Effects, Indications, Efficacy, and Modes of Action","Zhou H, Cao H, Matyunina L, Shelby M, Cassels L, McDonald JF, Skolnick J.","Mol Pharm. 2020 May 4;17(5):1558-1574. doi: 10.1021/acs.molpharmaceut.9b01248. Epub 2020 Apr 13.","Zhou H","Mol Pharm","2020","2020/04/03","PMC7319183","NIHMS1598690","10.1021/acs.molpharmaceut.9b01248"
"32098059","Integrative Analysis Identifies Candidate Tumor Microenvironment and Intracellular Signaling Pathways that Define Tumor Heterogeneity in NF1","Banerjee J, Allaway RJ, Taroni JN, Baker A, Zhang X, Moon CI, Pratilas CA, Blakeley JO, Guinney J, Hirbe A, Greene CS, Gosline SJ.","Genes (Basel). 2020 Feb 21;11(2):226. doi: 10.3390/genes11020226.","Banerjee J","Genes (Basel)","2020","2020/02/27","PMC7073563","","10.3390/genes11020226"
"34957261","Prognostic Value of Multiple Circulating Biomarkers for 2-Year Death in Acute Heart Failure With Preserved Ejection Fraction","Gao Y, Bai X, Lu J, Zhang L, Yan X, Huang X, Dai H, Wang Y, Hou L, Wang S, Tian A, Li J.","Front Cardiovasc Med. 2021 Dec 9;8:779282. doi: 10.3389/fcvm.2021.779282. eCollection 2021.","Gao Y","Front Cardiovasc Med","2021","2021/12/27","PMC8695736","","10.3389/fcvm.2021.779282"
"33578746","Prognostic and Predictive Value of Integrated Qualitative and Quantitative Magnetic Resonance Imaging Analysis in Glioblastoma","Verduin M, Primakov S, Compter I, Woodruff HC, van Kuijk SMJ, Ramaekers BLT, te Dorsthorst M, Revenich EGM, ter Laan M, Pegge SAH, Meijer FJA, Beckervordersandforth J, Speel EJ, Kusters B, de Leng WWJ, Anten MM, Broen MPG, Ackermans L, Schijns OEMG, Teernstra O, Hovinga K, Vooijs MA, Tjan-Heijnen VCG, Eekers DBP, Postma AA, Lambin P, Hoeben A.","Cancers (Basel). 2021 Feb 10;13(4):722. doi: 10.3390/cancers13040722.","Verduin M","Cancers (Basel)","2021","2021/02/13","PMC7916478","","10.3390/cancers13040722"
"31410687","A cross-cancer metastasis signature in the microRNA-mRNA axis of paired tissue samples","Lee SC, Quinn A, Nguyen T, Venkatesh S, Quinn TP.","Mol Biol Rep. 2019 Dec;46(6):5919-5930. doi: 10.1007/s11033-019-05025-w. Epub 2019 Aug 13.","Lee SC","Mol Biol Rep","2019","2019/08/15","","","10.1007/s11033-019-05025-w"
"32851505","Radiomics model predicts granulation pattern in growth hormone-secreting pituitary adenomas","Park YW, Kang Y, Ahn SS, Ku CR, Kim EH, Kim SH, Lee EJ, Kim SH, Lee SK.","Pituitary. 2020 Dec;23(6):691-700. doi: 10.1007/s11102-020-01077-5.","Park YW","Pituitary","2020","2020/08/28","","","10.1007/s11102-020-01077-5"
"32063026","Radiogenomic Models Using Machine Learning Techniques to Predict EGFR Mutations in Non-Small Cell Lung Cancer","Nair JKR, Saeed UA, McDougall CC, Sabri A, Kovacina B, Raidu BVS, Khokhar RA, Probst S, Hirsh V, Chankowsky J, Van Kempen LC, Taylor J.","Can Assoc Radiol J. 2021 Feb;72(1):109-119. doi: 10.1177/0846537119899526. Epub 2020 Feb 17.","Nair JKR","Can Assoc Radiol J","2021","2020/02/18","","","10.1177/0846537119899526"
"33672646","Facilitating Drug Discovery in Breast Cancer by Virtually Screening Patients Using In Vitro Drug Response Modeling","Gruener RF, Ling A, Chang YF, Morrison G, Geeleher P, Greene GL, Huang RS.","Cancers (Basel). 2021 Feb 20;13(4):885. doi: 10.3390/cancers13040885.","Gruener RF","Cancers (Basel)","2021","2021/03/06","PMC7924213","","10.3390/cancers13040885"
"34476052","An integrated mass spectrometry imaging and digital pathology workflow for objective detection of colorectal tumours by unique atomic signatures","Paul B, Kysenius K, Hilton JB, Jones MWM, Hutchinson RW, Buchanan DD, Rosty C, Fryer F, Bush AI, Hergt JM, Woodhead JD, Bishop DP, Doble PA, Hill MM, Crouch PJ, Hare DJ.","Chem Sci. 2021 Jun 29;12(30):10321-10333. doi: 10.1039/d1sc02237g. eCollection 2021 Aug 4.","Paul B","Chem Sci","2021","2021/09/03","PMC8386113","","10.1039/d1sc02237g"
"30661465","Discovery of Distinct Immune Phenotypes Using Machine Learning in Pulmonary Arterial Hypertension","Sweatt AJ, Hedlin HK, Balasubramanian V, Hsi A, Blum LK, Robinson WH, Haddad F, Hickey PM, Condliffe R, Lawrie A, Nicolls MR, Rabinovitch M, Khatri P, Zamanian RT.","Circ Res. 2019 Mar 15;124(6):904-919. doi: 10.1161/CIRCRESAHA.118.313911.","Sweatt AJ","Circ Res","2019","2019/01/22","PMC6428071","NIHMS1519316","10.1161/CIRCRESAHA.118.313911"
"33252831","Intratumoral immunosuppression profiles in 11q-deleted neuroblastomas provide new potential therapeutic targets","Coronado E, Yañez Y, Vidal E, Rubio L, Vera-Sempere F, Cañada-Martínez AJ, Panadero J, Cañete A, Ladenstein R, Castel V, Font de Mora J.","Mol Oncol. 2021 Feb;15(2):364-380. doi: 10.1002/1878-0261.12868. Epub 2021 Jan 19.","Coronado E","Mol Oncol","2021","2020/11/30","PMC7858123","","10.1002/1878-0261.12868"
"34764240","A systematic genome-wide mapping of oncogenic mutation selection during CRISPR-Cas9 genome editing","Sinha S, Barbosa K, Cheng K, Leiserson MDM, Jain P, Deshpande A, Wilson DM 3rd, Ryan BM, Luo J, Ronai ZA, Lee JS, Deshpande AJ, Ruppin E.","Nat Commun. 2021 Nov 11;12(1):6512. doi: 10.1038/s41467-021-26788-6.","Sinha S","Nat Commun","2021","2021/11/12","PMC8586238","","10.1038/s41467-021-26788-6"
"31873876","Quantitative digital image analysis of tumor-infiltrating lymphocytes in HER2-positive breast cancer","Abe N, Matsumoto H, Takamatsu R, Tamaki K, Takigami N, Uehara K, Kamada Y, Tamaki N, Motonari T, Unesoko M, Nakada N, Zaha H, Yoshimi N.","Virchows Arch. 2020 May;476(5):701-709. doi: 10.1007/s00428-019-02730-6. Epub 2019 Dec 23.","Abe N","Virchows Arch","2020","2019/12/25","","","10.1007/s00428-019-02730-6"
"27118379","Virtual Raters for Reproducible and Objective Assessments in Radiology","Kleesiek J, Petersen J, Döring M, Maier-Hein K, Köthe U, Wick W, Hamprecht FA, Bendszus M, Biller A.","Sci Rep. 2016 Apr 27;6:25007. doi: 10.1038/srep25007.","Kleesiek J","Sci Rep","2016","2016/04/28","PMC4846987","","10.1038/srep25007"
"34391887","Proteogenomic Analysis Unveils the HLA Class I-Presented Immunopeptidome in Melanoma and EGFR-Mutant Lung Adenocarcinoma","Qi YA, Maity TK, Cultraro CM, Misra V, Zhang X, Ade C, Gao S, Milewski D, Nguyen KD, Ebrahimabadi MH, Hanada KI, Khan J, Sahinalp C, Yang JC, Guha U.","Mol Cell Proteomics. 2021;20:100136. doi: 10.1016/j.mcpro.2021.100136. Epub 2021 Aug 13.","Qi YA","Mol Cell Proteomics","2021","2021/08/15","PMC8724932","","10.1016/j.mcpro.2021.100136"
"32141232","KCML: a machine-learning framework for inference of multi-scale gene functions from genetic perturbation screens","Sailem HZ, Rittscher J, Pelkmans L.","Mol Syst Biol. 2020 Mar;16(3):e9083. doi: 10.15252/msb.20199083.","Sailem HZ","Mol Syst Biol","2020","2020/03/07","PMC7059140","","10.15252/msb.20199083"
"29526548","Breast Cancer Molecular Subtype Prediction by Mammographic Radiomic Features","Ma W, Zhao Y, Ji Y, Guo X, Jian X, Liu P, Wu S.","Acad Radiol. 2019 Feb;26(2):196-201. doi: 10.1016/j.acra.2018.01.023. Epub 2018 Mar 8.","Ma W","Acad Radiol","2019","2018/03/13","PMC8082943","NIHMS941573","10.1016/j.acra.2018.01.023"
"31296531","Liver- and Microbiome-derived Bile Acids Accumulate in Human Breast Tumors and Inhibit Growth and Improve Patient Survival","Tang W, Putluri V, Ambati CR, Dorsey TH, Putluri N, Ambs S.","Clin Cancer Res. 2019 Oct 1;25(19):5972-5983. doi: 10.1158/1078-0432.CCR-19-0094. Epub 2019 Jul 11.","Tang W","Clin Cancer Res","2019","2019/07/13","PMC6774910","NIHMS1534657","10.1158/1078-0432.CCR-19-0094"
"34319027","Tumor Mutation Burden Prediction Model in Egyptian Breast Cancer patients based on Next Generation Sequencing","Nassar A, Lymona AM, Lotfy MM, Youssef ASE, Mohanad M, Manie TM, Youssef MMG, Farahat IG, Zekri AN.","Asian Pac J Cancer Prev. 2021 Jul 1;22(7):2053-2059. doi: 10.31557/APJCP.2021.22.7.2053.","Nassar A","Asian Pac J Cancer Prev","2021","2021/07/28","PMC8607104","","10.31557/APJCP.2021.22.7.2053"
"29155422","Secretion-mediated STAT3 activation promotes self-renewal of glioma stem-like cells during hypoxia","Almiron Bonnin DA, Havrda MC, Lee MC, Liu H, Zhang Z, Nguyen LN, Harrington LX, Hassanpour S, Cheng C, Israel MA.","Oncogene. 2018 Feb 22;37(8):1107-1118. doi: 10.1038/onc.2017.404. Epub 2017 Nov 20.","Almiron Bonnin DA","Oncogene","2018","2017/11/21","PMC5851110","","10.1038/onc.2017.404"
"31832112","Chronic inflammation: key player and biomarker-set to predict and prevent cancer development and progression based on individualized patient profiles","Qian S, Golubnitschaja O, Zhan X.","EPMA J. 2019 Nov 20;10(4):365-381. doi: 10.1007/s13167-019-00194-x. eCollection 2019 Dec.","Qian S","EPMA J","2019","2019/12/14","PMC6882964","","10.1007/s13167-019-00194-x"
"32385567","Prediction of Oncotype DX recurrence score using deep multi-layer perceptrons in estrogen receptor-positive, HER2-negative breast cancer","Baltres A, Al Masry Z, Zemouri R, Valmary-Degano S, Arnould L, Zerhouni N, Devalland C.","Breast Cancer. 2020 Sep;27(5):1007-1016. doi: 10.1007/s12282-020-01100-4. Epub 2020 May 8.","Baltres A","Breast Cancer","2020","2020/05/10","","","10.1007/s12282-020-01100-4"
"34916293","Recurrent high-impact mutations at cognate structural positions in class A G protein-coupled receptors expressed in tumors","Huh E, Gallion J, Agosto MA, Wright SJ, Wensel TG, Lichtarge O.","Proc Natl Acad Sci U S A. 2021 Dec 21;118(51):e2113373118. doi: 10.1073/pnas.2113373118.","Huh E","Proc Natl Acad Sci U S A","2021","2021/12/17","PMC8713800","","10.1073/pnas.2113373118"
"32392558","Neuroendocrine Tumor Omic Gene Cluster Analysis Amplifies the Prognostic Accuracy of the NETest","Kidd M, Kitz A, Drozdov I, Modlin I.","Neuroendocrinology. 2021;111(5):490-504. doi: 10.1159/000508573. Epub 2020 May 11.","Kidd M","Neuroendocrinology","2021","2020/05/12","","","10.1159/000508573"
"29760045","GFPT2-Expressing Cancer-Associated Fibroblasts Mediate Metabolic Reprogramming in Human Lung Adenocarcinoma","Zhang W, Bouchard G, Yu A, Shafiq M, Jamali M, Shrager JB, Ayers K, Bakr S, Gentles AJ, Diehn M, Quon A, West RB, Nair V, van de Rijn M, Napel S, Plevritis SK.","Cancer Res. 2018 Jul 1;78(13):3445-3457. doi: 10.1158/0008-5472.CAN-17-2928. Epub 2018 May 14.","Zhang W","Cancer Res","2018","2018/05/16","PMC6030462","NIHMS968659","10.1158/0008-5472.CAN-17-2928"
"30240512","Applications of mechanistic modelling to clinical and experimental immunology: an emerging technology to accelerate immunotherapeutic discovery and development","Brown LV, Gaffney EA, Wagg J, Coles MC.","Clin Exp Immunol. 2018 Sep;193(3):284-292. doi: 10.1111/cei.13182.","Brown LV","Clin Exp Immunol","2018","2018/09/22","PMC6150250","","10.1111/cei.13182"
"32675312","ACE2 and TMPRSS2 expression by clinical, HLA, immune, and microbial correlates across 34 human cancers and matched normal tissues: implications for SARS-CoV-2 COVID-19","Bao R, Hernandez K, Huang L, Luke JJ.","J Immunother Cancer. 2020 Jul;8(2):e001020. doi: 10.1136/jitc-2020-001020.","Bao R","J Immunother Cancer","2020","2020/07/18","PMC7372174","","10.1136/jitc-2020-001020"
"33933113","Targeting the PI3K and MAPK pathways to improve response to HER2-targeted therapies in HER2-positive gastric cancer","Mezynski MJ, Farrelly AM, Cremona M, Carr A, Morgan C, Workman J, Armstrong P, McAuley J, Madden S, Fay J, Sheehan KM, Kay EW, Holohan C, Elamin Y, Rafee S, Morris PG, Breathnach O, Grogan L, Hennessy BT, Toomey S.","J Transl Med. 2021 May 1;19(1):184. doi: 10.1186/s12967-021-02842-1.","Mezynski MJ","J Transl Med","2021","2021/05/02","PMC8088633","","10.1186/s12967-021-02842-1"
"34197475","Utilization of target lesion heterogeneity for treatment efficacy assessment in late stage lung cancer","Chen DT, Chan W, Thompson ZJ, Thapa R, Beg AA, Saltos AN, Chiappori AA, Gray JE, Haura EB, Rose TA, Creelan B.","PLoS One. 2021 Jul 1;16(7):e0252041. doi: 10.1371/journal.pone.0252041. eCollection 2021.","Chen DT","PLoS One","2021","2021/07/01","PMC8248740","","10.1371/journal.pone.0252041"
"30652553","Distinct Phenotypic Clusters of Glioblastoma Growth and Response Kinetics Predict Survival","Rayfield CA, Grady F, De Leon G, Rockne R, Carrasco E, Jackson P, Vora M, Johnston SK, Hawkins-Daarud A, Clark-Swanson KR, Whitmire S, Gamez ME, Porter A, Hu L, Gonzalez-Cuyar L, Bendok B, Vora S, Swanson KR.","JCO Clin Cancer Inform. 2018 Dec;2:1-14. doi: 10.1200/CCI.17.00080.","Rayfield CA","JCO Clin Cancer Inform","2018","2019/01/18","PMC6358416","NIHMS986587","10.1200/CCI.17.00080"
"33917751","Aquaglyceroporin-3's Expression and Cellular Localization Is Differentially Modulated by Hypoxia in Prostate Cancer Cell Lines","de Almeida A, Parthimos D, Dew H, Smart O, Wiltshire M, Errington RJ.","Cells. 2021 Apr 8;10(4):838. doi: 10.3390/cells10040838.","de Almeida A","Cells","2021","2021/04/30","PMC8068192","","10.3390/cells10040838"
"34667236","Convolutional neural network for human cancer types prediction by integrating protein interaction networks and omics data","Chuang YH, Huang SH, Hung TM, Lin XY, Lee JY, Lai WS, Yang JM.","Sci Rep. 2021 Oct 19;11(1):20691. doi: 10.1038/s41598-021-98814-y.","Chuang YH","Sci Rep","2021","2021/10/20","PMC8526703","","10.1038/s41598-021-98814-y"
"31639060","Radiogenomic analysis of vascular endothelial growth factor in patients with diffuse gliomas","Sun Z, Li Y, Wang Y, Fan X, Xu K, Wang K, Li S, Zhang Z, Jiang T, Liu X.","Cancer Imaging. 2019 Oct 21;19(1):68. doi: 10.1186/s40644-019-0256-y.","Sun Z","Cancer Imaging","2019","2019/10/23","PMC6805458","","10.1186/s40644-019-0256-y"
"34226990","Radiomic machine learning for predicting prognostic biomarkers and molecular subtypes of breast cancer using tumor heterogeneity and angiogenesis properties on MRI","Lee JY, Lee KS, Seo BK, Cho KR, Woo OH, Song SE, Kim EK, Lee HY, Kim JS, Cha J.","Eur Radiol. 2022 Jan;32(1):650-660. doi: 10.1007/s00330-021-08146-8. Epub 2021 Jul 5.","Lee JY","Eur Radiol","2022","2021/07/06","","","10.1007/s00330-021-08146-8"
"33477893","Predicting of Sentinel Lymph Node Status in Breast Cancer Patients with Clinically Negative Nodes: A Validation Study","Fanizzi A, Pomarico D, Paradiso A, Bove S, Diotaiuti S, Didonna V, Giotta F, La Forgia D, Latorre A, Pastena MI, Tamborra P, Zito A, Lorusso V, Massafra R.","Cancers (Basel). 2021 Jan 19;13(2):352. doi: 10.3390/cancers13020352.","Fanizzi A","Cancers (Basel)","2021","2021/01/22","PMC7833376","","10.3390/cancers13020352"
"33790966","Construction of a Prognostic Gene Signature Associated with Immune Infiltration in Glioma: A Comprehensive Analysis Based on the CGGA","Gong X, Liu L, Xiong J, Li X, Xu J, Xiao Y, Li J, Luo X, Mao D, Liu L.","J Oncol. 2021 Mar 13;2021:6620159. doi: 10.1155/2021/6620159. eCollection 2021.","Gong X","J Oncol","2021","2021/04/01","PMC7984893","","10.1155/2021/6620159"
"34918291","Multiparameter Single-Cell Characterization of Ovarian Intratumor Heterogeneity","Beaumont KG, Andreou C, Ellis E, Sebra R.","Methods Mol Biol. 2022;2424:135-146. doi: 10.1007/978-1-0716-1956-8_8.","Beaumont KG","Methods Mol Biol","2022","2021/12/17","","","10.1007/978-1-0716-1956-8_8"
"33083871","Differentiation of gastric schwannomas from gastrointestinal stromal tumors by CT using machine learning","Wang J, Xie Z, Zhu X, Niu Z, Ji H, He L, Hu Q, Zhang C.","Abdom Radiol (NY). 2021 May;46(5):1773-1782. doi: 10.1007/s00261-020-02797-9. Epub 2020 Oct 20.","Wang J","Abdom Radiol (NY)","2021","2020/10/21","","","10.1007/s00261-020-02797-9"
"34484287","Integrative Analysis of Gene Expression Through One-Class Logistic Regression Machine Learning Identifies Stemness Features in Multiple Myeloma","Ban C, Yang F, Wei M, Liu Q, Wang J, Chen L, Lu L, Xie D, Liu L, Huang J.","Front Genet. 2021 Aug 16;12:666561. doi: 10.3389/fgene.2021.666561. eCollection 2021.","Ban C","Front Genet","2021","2021/09/06","PMC8415636","","10.3389/fgene.2021.666561"
"35104394","Machine learning for tumor growth inhibition: Interpretable predictive models for transparency and reproducibility","Meid AD, Gerharz A, Groll A.","CPT Pharmacometrics Syst Pharmacol. 2022 Mar;11(3):257-261. doi: 10.1002/psp4.12761. Epub 2022 Feb 1.","Meid AD","CPT Pharmacometrics Syst Pharmacol","2022","2022/02/01","PMC8923723","","10.1002/psp4.12761"
"30170101","A Deep Look Into the Future of Quantitative Imaging in Oncology: A Statement of Working Principles and Proposal for Change","Morin O, Vallières M, Jochems A, Woodruff HC, Valdes G, Braunstein SE, Wildberger JE, Villanueva-Meyer JE, Kearney V, Yom SS, Solberg TD, Lambin P.","Int J Radiat Oncol Biol Phys. 2018 Nov 15;102(4):1074-1082. doi: 10.1016/j.ijrobp.2018.08.032. Epub 2018 Aug 28.","Morin O","Int J Radiat Oncol Biol Phys","2018","2018/09/01","","","10.1016/j.ijrobp.2018.08.032"
"34037774","Cell surface integrin α5ß1 clustering negatively regulates receptor tyrosine kinase signaling in colorectal cancer cells via glycogen synthase kinase 3","Starchenko A, Graves-Deal R, Brubaker D, Li C, Yang Y, Singh B, Coffey RJ, Lauffenburger DA.","Integr Biol (Camb). 2021 Jun 15;13(6):153-166. doi: 10.1093/intbio/zyab009.","Starchenko A","Integr Biol (Camb)","2021","2021/05/26","PMC8204629","","10.1093/intbio/zyab009"
"30572805","Breast Tumor Microenvironment Can Transform Naive Mesenchymal Stem Cells into Tumor-Forming Cells in Nude Mice","Wörner PM, Schächtele DJ, Barabadi Z, Srivastav S, Chandrasekar B, Izadpanah R, Alt EU.","Stem Cells Dev. 2019 Mar 1;28(5):341-352. doi: 10.1089/scd.2018.0110.","Wörner PM","Stem Cells Dev","2019","2018/12/22","","","10.1089/scd.2018.0110"
"32232794","Immunohistochemical index prediction of breast tumor based on multi-dimension features in contrast-enhanced ultrasound","Chen F, Liu J, Wan P, Liao H, Kong W.","Med Biol Eng Comput. 2020 Jun;58(6):1285-1295. doi: 10.1007/s11517-020-02164-2. Epub 2020 Mar 30.","Chen F","Med Biol Eng Comput","2020","2020/04/02","","","10.1007/s11517-020-02164-2"
"33841926","Can peritumoral regions increase the efficiency of machine-learning prediction of pathological invasiveness in lung adenocarcinoma manifesting as ground-glass nodules?","Wang X, Chen K, Wang W, Li Q, Liu K, Li Q, Cui X, Tu W, Sun H, Xu S, Zhang R, Xiao Y, Fan L, Liu S.","J Thorac Dis. 2021 Mar;13(3):1327-1337. doi: 10.21037/jtd-20-2981.","Wang X","J Thorac Dis","2021","2021/04/12","PMC8024795","","10.21037/jtd-20-2981"
"30128822","NRF1 motif sequence-enriched genes involved in ER/PR -ve HER2 +ve breast cancer signaling pathways","Ramos J, Das J, Felty Q, Yoo C, Poppiti R, Murrell D, Foster PJ, Roy D.","Breast Cancer Res Treat. 2018 Nov;172(2):469-485. doi: 10.1007/s10549-018-4905-9. Epub 2018 Aug 20.","Ramos J","Breast Cancer Res Treat","2018","2018/08/22","","","10.1007/s10549-018-4905-9"
"33591981","Cross-species identification of PIP5K1-, splicing- and ubiquitin-related pathways as potential targets for RB1-deficient cells","Parkhitko AA, Singh A, Hsieh S, Hu Y, Binari R, Lord CJ, Hannenhalli S, Ryan CJ, Perrimon N.","PLoS Genet. 2021 Feb 16;17(2):e1009354. doi: 10.1371/journal.pgen.1009354. eCollection 2021 Feb.","Parkhitko AA","PLoS Genet","2021","2021/02/16","PMC7909629","","10.1371/journal.pgen.1009354"
